id,location.city.name,location.city.normalized_name,location.district.name,location.region.name,location.region.normalized_name,title,price,currency,floor_select,furniture,builttype,m,rooms,rent
620467288,Wrocław,wroclaw,Śródmieście,Dolnośląskie,dolnoslaskie,"Kawalerka 33 m2 Promenady Wrocławskie, Zakładowa, Jedności Narodowej.",2400.0,PLN,2,yes,apartamentowiec,33,one,400
706672676,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,"Kawalerka na Wildzie, blisko centrum,oddzielona kuchnia",1500.0,PLN,2,yes,kamienica,30,one,460
760410936,Kraków,krakow,Podgórze,Małopolskie,malopolskie,Przestronne 3 pokoje w NOWYM budownictwie | pets friendly 15.07,3280.0,PLN,5,yes,blok,54,three,720
766026655,Leszno,leszno,,Wielkopolskie,wielkopolskie,MIESZKANIE bezczynszowe 31m2 do wynajęcia,1400.0,PLN,2,yes,szeregowiec,31,two,500
640520744,Wrocław,wroclaw,Śródmieście,Dolnośląskie,dolnoslaskie,Wynajem Mieszkanie m. postojowe Pobożnego / Niemcewicza ok. placu Bema,3000.0,PLN,4,yes,apartamentowiec,46.65,two,350
765559459,Opole,opole,,Opolskie,opolskie,Wynajmę mieszkanie na ul. Wandy w Opolu,1600.0,PLN,1,yes,kamienica,46,two,1
759968127,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,Wynajme mieszkanie - 2 pok. Metro Wilanowska,2800.0,PLN,Powyżej 10,yes,blok,40,two,1
766026307,Wrocław,wroclaw,Krzyki,Dolnośląskie,dolnoslaskie,"2 pokoje, osiedle Cztery Pory Roku, bezpośrednio",2700.0,PLN,3,yes,blok,42,two,1
766026252,Wrocław,wroclaw,Fabryczna,Dolnośląskie,dolnoslaskie,2-pokojowe z ogrodem i parkingiem podziemnym,2600.0,PLN,Parter,yes,blok,47,two,390
766025766,Sosnowiec,sosnowiec,,Śląskie,slaskie,Kawalerka do wynajęcia dla spokojnej pary !,1500.0,PLN,3,no,blok,32.78,one,100
766025255,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Mieszkanie przy metrze Księcia Janusza,2500.0,PLN,5,yes,blok,30.5,two,350
766025492,Laski,laski_118599,,Mazowieckie,mazowieckie,"wynajmę 210 m2, 85 m2, 60 m2 mieszkanie, biuro",6000.0,PLN,1,no,wolnostojacy,85,four,850
766025079,Ostrołęka,ostroleka,,Mazowieckie,mazowieckie,Wynajmę mieszkanie 2 pokojowe w Ostrołęce,1600.0,PLN,1,yes,blok,40,two,1500
764092567,Radomsko,radomsko,,Łódzkie,lodzkie,Rezerwacja! Wynajmę M2 38m2 (2pokoje),1199.0,PLN,2,yes,blok,38,two,1
765590622,Kraków,krakow,Mistrzejowice,Małopolskie,malopolskie,"Mieszkanie 85m2,nowe bud,4 pokoje,ogród,garaż + miejsce postojowe,Krk",3890.0,PLN,Parter,yes,apartamentowiec,85,four,500
765682251,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,Przepiękne i gustowne mieszkanie w centrum!,2100.0,PLN,4,yes,apartamentowiec,28,two,1
766024966,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Kawalerka na wynajem,1200.0,PLN,2,yes,kamienica,15.5,one,350
766024855,Częstochowa,czestochowa,Ostatni Grosz,Śląskie,slaskie,Atrakcyjna kawalerka w nowym bloku/wyposażona/miejsce parkingowe,1500.0,PLN,Parter,yes,blok,30,one,2300
766025231,Rybnik,rybnik,,Śląskie,slaskie,"Wynajem mieszkania w centrum Rybnika, 60 m2",1500.0,PLN,1,no,kamienica,60,two,1
766024823,Kielce,kielce,,Świętokrzyskie,swietokrzyskie,40 M2 Nowoczesne mieszkanie dwupokojowe ul.Warszawska,1850.0,PLN,1,yes,blok,40,two,380
766024712,Łódź,lodz,Górna,Łódzkie,lodzkie,mieszkanie do wynajęcia,900.0,PLN,Parter,yes,wolnostojacy,32,one,650
663071760,Łowicz,lowicz,,Łódzkie,lodzkie,kawalerka do wynajęcia 1000zł bez dodatkowych opłat,1000.0,PLN,1,no,kamienica,60,one,270
766024531,Gorzów Wielkopolski,gorzow,,Lubuskie,lubuskie,Duża ładna kawalerka od 4.7.2022,1300.0,PLN,1,yes,blok,32.4,one,411
766024395,Kwidzyn,kwidzyn,,Pomorskie,pomorskie,Mieszkanie do wynajęcia,2300.0,PLN,Parter,yes,blok,65,three,370
658294364,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Super kawalerka blisko centrum Rondo Daszyńskiego metro Płocka,2600.0,PLN,4,yes,loft,36,one,1
682714314,Poznań,poznan,Ogrody,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe ul. Bułgarska *bezpośrednio*,2000.0,PLN,3,yes,blok,38,two,360
764177903,Gliwice,gliwice,Śródmieście,Śląskie,slaskie,Mieszkanie kawalerka 2 sypialnie politechnika,1400.0,PLN,Parter,yes,kamienica,42,three,1100
761895883,Rzeszów,rzeszow,,Podkarpackie,podkarpackie,"Nowoczesne Piękne Mieszkanie , Balkon, Komórka lokatorska",1600.0,PLN,9,yes,blok,33,one,2000
689713226,Białystok,bialystok,Kawaleryjskie,Podlaskie,podlaskie,"Wynajmę mieszkanie+miejsce postojowe, Kawaleryjskie",1700.0,PLN,1,yes,blok,46,two,540
701914562,Nowa Sól,nowa-sol,,Lubuskie,lubuskie,Przytulne mieszkanie (kawalerka) do wynajęcia w centrum NOWEJ SOLI,1200.0,PLN,3,yes,blok,38.5,one,92
766024126,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,Mieszkanie 2 pokoje. Mokotów Konduktorska. Doskonała lokalizacja,2600.0,PLN,1,yes,blok,36,two,290
709013031,Wieluń,wielun,,Łódzkie,lodzkie,Mieszkanie do wynajęcia. Wieluń. 48 m2,1500.0,PLN,2,yes,blok,48,three,500
757544818,Łomża,lomza,,Podlaskie,podlaskie,Wynajmę kawalerkę umeblowaną po remoncie,1100.0,PLN,1,yes,blok,25,one,1
765554509,Kraków,krakow,Krowodrza,Małopolskie,malopolskie,Wynajmę mieszkanie 63m Kraków Krowodrza,2000.0,PLN,1,yes,kamienica,63,three,1
757668267,Lublin,lublin,,Lubelskie,lubelskie,"Mieszkanie 2-pok. 48m2 15 min od KUL/UMCS, Czuby os. Błonie",1800.0,PLN,3,yes,blok,48,two,600
766023791,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Mini kawalerka w centrum Poznania,800.0,PLN,Parter,yes,kamienica,11,one,500
766023755,Chodzież,chodziez,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie w centrum Chodzieży,1250.0,PLN,3,yes,blok,32.67,two,760
687424911,Kraków,krakow,Grzegórzki,Małopolskie,malopolskie,WYNAJMĘ MIESZKANIE. TANIO. Bardzo dobra lokalizacja.,1700.0,PLN,1,yes,blok,40,one,200
766023548,Marki,marki,,Mazowieckie,mazowieckie,"Mieszkanie, 2 pokoje, 54m2, duża kuchnia, Marki, ul. Mieszka I 6",2500.0,PLN,2,yes,blok,54,two,1
761342009,Szczecin,szczecin,Centrum,Zachodniopomorskie,zachodniopomorskie,Nowoczesne studio na wynajem,1943.0,PLN,3,yes,blok,20,one,50
764648588,Wałbrzych,walbrzych,,Dolnośląskie,dolnoslaskie,"Miekszanie do wynajęcia - 56 m2 Stary Zdrój, odnowiona kamienica",1100.0,PLN,5,yes,kamienica,56,two,1
765831418,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Wynajme od ręki / super mieszkanie / ul. Burakowska,4000.0,PLN,1,yes,blok,58,two,400
766003549,Warszawa,warszawa,Ursynów,Mazowieckie,mazowieckie,"Jasne słoneczne mieszkanie na Kabatach (2 pokoje, przy metrze)",2900.0,PLN,1,yes,apartamentowiec,54,two,480
766023502,Warlubie,warlubie,,Kujawsko-pomorskie,kujawsko-pomorskie,Mieszkanie na kwatery pracownicze,900.0,PLN,Parter,yes,wolnostojacy,120,four,300
766023388,Łomża,lomza,,Podlaskie,podlaskie,Mieszkanie w kamienicy Łomża wynajem,1300.0,PLN,2,yes,kamienica,38,two,1000
766023387,Gdańsk,gdansk,Żabianka - Wejhera - Jelitkowo - Tysiąclecia,Pomorskie,pomorskie,"Mieszkanie blisko plaży - Gdańsk, Żabianka",350.0,PLN,Poddasze,yes,blok,30,one,490
681085317,Kołobrzeg,kolobrzeg,,Zachodniopomorskie,zachodniopomorskie,Apartament Sea Holiday Kołobrzeg,200.0,PLN,2,yes,blok,35,two,300
764635387,Olsztyn,olsztyn,,Warmińsko-mazurskie,warminsko-mazurskie,Mieszkanie 3-pokojowe 92m2 Olsztyn ul. Poranna BLISKO jezioro i lasy,3000.0,PLN,3,yes,blok,92,three,1
766023146,Białystok,bialystok,Centrum,Podlaskie,podlaskie,mieszkanie  2 pokojowe w dobrej lokalizacji,1250.0,PLN,3,yes,blok,38,two,1
750307116,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Nowy stylowy 2pokojowy apartament BĘDZIESZ PIERWSZYM LOKATOREM,2400.0,PLN,3,yes,apartamentowiec,38,two,310
759221664,Kraków,krakow,Stare Miasto,Małopolskie,malopolskie,LOFT Bracka 100m Rynek Główny 2 sypialnie 90m2 dwie sypialnie od 1.08,4500.0,PLN,Parter,yes,kamienica,90,two,590
766023573,Wołomin,wolomin,,Mazowieckie,mazowieckie,"Mieszkanie 4 pokoje, 2 balkony, idealne dla rodzin",3300.0,PLN,1,no,blok,91,four,300
764511860,Łódź,lodz,Widzew,Łódzkie,lodzkie,Mieszkanie do wynajęcia,2500.0,PLN,2,yes,blok,47,two,10
765475099,Kielce,kielce,,Świętokrzyskie,swietokrzyskie,kawalerka Od lipca,1000.0,PLN,2,yes,blok,30,one,480
645702411,Jarosław,jaroslaw,,Podkarpackie,podkarpackie,Mieszkanie do wynajęcia od ręki w centrum Jarosławia.,1600.0,PLN,7,yes,kamienica,65,two,1
757315414,Lublin,lublin,,Lubelskie,lubelskie,"Mieszkanie w centrum Lublina,Niecała 15",3000.0,PLN,5,yes,blok,63,three,458
703815982,Gdańsk,gdansk,Przymorze Wielkie,Pomorskie,pomorskie,"Kawalerka, Gdańsk Przymorze",1600.0,PLN,1,yes,blok,18,one,
766023192,Olsztyn,olsztyn,,Warmińsko-mazurskie,warminsko-mazurskie,Wynajmę przytulne mieszkanie z pięknym widokiem,2200.0,PLN,3,yes,blok,43.03,two,
661519081,Lublin,lublin,,Lubelskie,lubelskie,"73m2 mieszkanie do wynajęcia. Os. Konopnickiej, LSM",2500.0,PLN,1,yes,blok,73,four,
757351679,Łódź,lodz,Bałuty,Łódzkie,lodzkie,"Kawalerka 35m2 obok pl Kościelnego dla singla, lub pary.",1300.0,PLN,2,yes,blok,35,one,
761676689,Kraków,krakow,Stare Miasto,Małopolskie,malopolskie,"Mieszkanie do wynajęcia na miesiąc/kilka, duże 8 osób TOPOLOWA DWORZEC",6000.0,PLN,3,yes,kamienica,70,three,
766015416,Kraków,krakow,Stare Miasto,Małopolskie,malopolskie,"Dworska- os. Podwawelskie, Centrum Kongresowe, Wawel- dwa pokoje nowe",2900.0,PLN,1,yes,apartamentowiec,51,two,
766022110,Brodnica,brodnica,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajmę kawalerkę,1000.0,PLN,,yes,blok,26,one,
751912796,Lublin,lublin,,Lubelskie,lubelskie,"63m2 WYNAJMĘ, 3 oddzielne pokoje, 1 piętro, CZUBY",2000.0,PLN,,yes,blok,63,three,
764289900,Sulechów,sulechow,,Lubuskie,lubuskie,Wynajem mieszkania w Sulechowie,2000.0,PLN,2,yes,kamienica,70,three,500
713020082,Zielona Góra,zielonagora,,Lubuskie,lubuskie,Mieszkanie 100 m2 w ścisłym centrum Zielonej Góry,3500.0,PLN,1,yes,kamienica,100,two,217.35
765811116,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Wynajme od ręki / super lokalizacja / ul Kłopot,3500.0,PLN,3,yes,blok,37,two,500
766022326,Starogard Gdański,starogard-gdanski,,Pomorskie,pomorskie,Piękna kawalerka centrum Starogard Gdański,1600.0,PLN,Parter,no,pozostale,30,one,550
758809166,Białystok,bialystok,Kawaleryjskie,Podlaskie,podlaskie,Wynajem mieszkania,1500.0,PLN,2,yes,blok,52,two,210
657384357,Włocławek,wloclawek,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajmę mieszkanie na Zazamczu,1200.0,PLN,3,yes,blok,32,two,500
702394263,Gdańsk,gdansk,Siedlce,Pomorskie,pomorskie,"Mieszkanie 2-pokojowe, Gdańsk Siedlce, blisko przystanku tramwajowego",2500.0,PLN,2,yes,blok,55,two,1
766021907,Warszawa,warszawa,Targówek,Mazowieckie,mazowieckie,Mieszkanie 55m2 Targówek do wynajęcia,2900.0,PLN,2,yes,blok,55,two,1
766021513,Zgierz,zgierz,,Łódzkie,lodzkie,Wynajmę 2-pokojowe mieszkanie Zgierz - akceptacja zwierząt,1699.0,PLN,1,yes,blok,36,two,1000
727253219,Oborniki,oborniki,,Wielkopolskie,wielkopolskie,Pokój 2 osobowy dla Pary w Mieszkaniu Blok TV,600.0,PLN,1,yes,blok,50,two,1200
766021432,Warszawa,warszawa,Wilanów,Mazowieckie,mazowieckie,125 m2 Wilanów 5 pokoi,4000.0,PLN,1,yes,blok,125,four,250
761474120,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Wynajem mieszkania Bydgoszcz Osowa góra,1200.0,PLN,Parter,yes,wolnostojacy,50,one,1
766020754,Zduńska Wola,zdunska-wola,,Łódzkie,lodzkie,Kawakerka Osmolin,850.0,PLN,1,yes,blok,19,one,1
764582671,Rozwory,rozwory_72183,,Pomorskie,pomorskie,Pokój/mieszkanie do wynajęcia,500.0,PLN,1,yes,szeregowiec,60,four,275
765911019,Warszawa,warszawa,Śródmieście,Mazowieckie,mazowieckie,Do wynajęcia mieszkanie 2 pokojowe ul. Czerniakowska,2500.0,PLN,Parter,yes,blok,38,two,350
737844134,Bytom,bytom,,Śląskie,slaskie,"Rynek, Bytom, wyposażone 2-pokojowe mieszkanie.",1400.0,PLN,2,yes,kamienica,30,two,320
766021133,Nowy Targ,nowy-targ,,Małopolskie,malopolskie,"Do wynajęcia dwupokojowe mieszkanie, wysoki standard. Nowy Targ.",1800.0,PLN,3,yes,blok,36,two,250
765655774,Łódź,lodz,Polesie,Łódzkie,lodzkie,Kawalerka na retkinii,1400.0,PLN,7,yes,blok,30.9,one,1
646899422,Sandomierz,sandomierz,,Świętokrzyskie,swietokrzyskie,Wynajmę kawalerkę 37m,1000.0,PLN,3,yes,blok,37,one,350
691540489,Lublin,lublin,,Lubelskie,lubelskie,Kawalerka bezpośrednio od właściciela,1500.0,PLN,4,yes,blok,25,one,270
766020859,Kraków,krakow,Bronowice,Małopolskie,malopolskie,"1pok+otwarta kuchnia+balkon, Kraków, Radzikowskiego, Azory",1600.0,PLN,3,yes,blok,30,one,0.1
654614349,Nowy Dwór Mazowiecki,nowy-dwor-mazowiecki,,Mazowieckie,mazowieckie,WYNAJMĘ KAWALERKĘ Nowy Dwór Mazowiecki Os.Dębowe,1450.0,PLN,3,yes,blok,27,one,500
766020686,Radomsko,radomsko,,Łódzkie,lodzkie,Wynajmę mieszkanie,1800.0,PLN,1,yes,blok,38,two,100
766021118,Warszawa,warszawa,Żoliborz,Mazowieckie,mazowieckie,Lux! Klimatyzacja! Ogródek 2 X Garaż - Ul. Dygata,4900.0,PLN,Parter,yes,apartamentowiec,53,two,600
761540049,Poznań,poznan,Łazarz,Wielkopolskie,wielkopolskie,"Mieszkanie na wynajem, tylko studenci, wolne od zaraz",2100.0,PLN,Parter,yes,blok,47.6,three,450
766020523,Warszawa,warszawa,Bemowo,Mazowieckie,mazowieckie,Mieszkania Wynajem,2100.0,PLN,2,yes,pozostale,33,two,2700
762933095,Zielona Góra,zielonagora,,Lubuskie,lubuskie,Wynajmę luksusowe mieszkanie apartament Strumykowa Zielona Góra,2100.0,PLN,1,yes,apartamentowiec,54,two,800
635078928,Radomsko,radomsko,,Łódzkie,lodzkie,Mieszkanie Nowe Osiedle Łokietka,1950.0,PLN,5,yes,blok,50,two,450
765786672,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,Atrakcyjna kawalerka na Woronicza,2700.0,PLN,2,yes,apartamentowiec,34,one,180
766020484,Gdańsk,gdansk,Chełm z dzielnicą Gdańsk Południe,Pomorskie,pomorskie,Mieszkanie 2 pokoje,2000.0,PLN,7,yes,blok,38,two,550
688960455,Bytom,bytom,,Śląskie,slaskie,"Zadbane, dwupokojowe mieszkanie - ul. Smolenia",900.0,PLN,2,no,kamienica,35,two,500
737146871,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Mieszkanie na doby/Pańska 61,180.0,PLN,1,yes,blok,50,three,300
764455367,Poznań,poznan,Junikowo,Wielkopolskie,wielkopolskie,Mieszkanie 2-pokojowe Jeleniogórska,2500.0,PLN,3,yes,apartamentowiec,48,two,1
766019303,Wrocław,wroclaw,Psie Pole,Dolnośląskie,dolnoslaskie,wynajmę mieszkanie 2 pokojowe z osobną kuchnią ul. Działdowska- 2300zł,2300.0,PLN,1,yes,blok,40,two,460
766019732,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Słoneczna Kawalerka Fordon Eskulapa,1400.0,PLN,2,yes,blok,30,one,1
766019699,Sosnowiec,sosnowiec,,Śląskie,slaskie,Mieszkania dla grup pracowniczych Pogoń,500.0,PLN,1,yes,wolnostojacy,106,three,1
766016091,Legnica,legnica,,Dolnośląskie,dolnoslaskie,Mieszkanie do wynajęcia,2000.0,PLN,Parter,yes,blok,50,two,200
680052782,Suwałki,suwalki,,Podlaskie,podlaskie,Mieszkanie do wynajęcia - ul. Szpitalna,1100.0,PLN,Parter,yes,blok,35,one,1
766019499,Jaroty,jaroty,,Warmińsko-mazurskie,warminsko-mazurskie,Wynajmę mieszkanie osiedle bartag olsztyn,2000.0,PLN,2,no,blok,58,three,1
761651441,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,Nowoczesna kawalerka w centrum miasta / CO miejskie /Internet,1397.0,PLN,3,yes,kamienica,16,one,550
764512842,Warszawa,warszawa,Ursynów,Mazowieckie,mazowieckie,Kawalerka Ursynów z miejscem parkingowym,2800.0,PLN,3,yes,blok,39,one,400
756440647,Giżycko,gizycko,,Warmińsko-mazurskie,warminsko-mazurskie,Wyjatkowe mieszkanie dla 4 osób,300.0,PLN,3,yes,blok,50,two,400
701572278,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,1500.0,PLN,Parter,yes,kamienica,35,one,250
766019386,Stargard,stargard,,Zachodniopomorskie,zachodniopomorskie,"Nowe mieszkanie w centrum, wysoki standard, wyposażone",2200.0,PLN,Parter,yes,blok,35,two,420
742638753,Opole,opole,,Opolskie,opolskie,Wynajmę nowe mieszkanie w OPOLU/ Proszkowska,1750.0,PLN,Parter,yes,wolnostojacy,55,two,1
766019298,Zduńska Wola,zdunska-wola,,Łódzkie,lodzkie,Kawalerka Osmolin,850.0,PLN,4,yes,blok,19,one,500
766019128,Gdańsk,gdansk,Żabianka - Wejhera - Jelitkowo - Tysiąclecia,Pomorskie,pomorskie,Mieszkanie do wynajęcia od 01.07.2022 (m2 Żabianka),1450.0,PLN,2,yes,blok,32,one,400
735676133,Hrubieszów,hrubieszow,,Lubelskie,lubelskie,Warszawa mieszkanie na doby 150 zł,150.0,PLN,4,yes,blok,54,three,300
752830534,Białystok,bialystok,Nowe Miasto,Podlaskie,podlaskie,2-pokojowe mieszkanie do wynajęcia- Nowe Miasto,1200.0,PLN,1,yes,blok,54,two,500
688019709,Kraków,krakow,Podgórze,Małopolskie,malopolskie,Mieszkanie do wynajęcia Kraków ul. Krzywda 19,1550.0,PLN,Parter,yes,blok,32,one,152.52
766019040,Chorzów,chorzow,,Śląskie,slaskie,Mieszkanie typu studio Chorzów Batory,1700.0,PLN,1,yes,blok,37,two,250
766016987,Żmijewo,zmijewo,,Kujawsko-pomorskie,kujawsko-pomorskie,Mieszkanie w  malowniczej miejscowości koło Brodnicy,1500.0,PLN,2,yes,wolnostojacy,80,four,1
763338768,Sopot,sopot,Centrum,Pomorskie,pomorskie,Villa Sova Winieckiego 6/2 Apartament 105m2 Pawlicki Apartments,9000.0,PLN,1,yes,kamienica,105,four,350
692288232,Bydgoszcz,bydgoszcz,,Kujawsko-pomorskie,kujawsko-pomorskie,Kawalerka po remoncie - super lokalizacja!,1199.0,PLN,Parter,yes,kamienica,13.77,one,500
743246885,Kraków,krakow,Krowodrza,Małopolskie,malopolskie,Wynajmę kawalerkę 16m2.,1200.0,PLN,1,yes,wolnostojacy,16,one,500
766018858,Warszawa,warszawa,Ochota,Mazowieckie,mazowieckie,"Kamienica 2 pokoje 66m2 BEZ MEBLI, po remoncie",3980.0,PLN,1,no,kamienica,66,two,480
766017795,Sosnowiec,sosnowiec,,Śląskie,slaskie,Wynajem dla grup pracowniczych Pogoń,500.0,PLN,2,yes,wolnostojacy,106,three,600
766018157,Kielce,kielce,,Świętokrzyskie,swietokrzyskie,Kawalerka w centrum,1400.0,PLN,1,yes,apartamentowiec,27,one,300
766018165,Białystok,bialystok,Dojlidy,Podlaskie,podlaskie,Duże mieszkanie po remoncie na piętrze w domu jednorodzinnym,1000.0,PLN,2,yes,wolnostojacy,100,one,
766018122,Gostynin,gostynin,,Mazowieckie,mazowieckie,Mieszkanie do wynajęcia,700.0,PLN,5,yes,blok,38.3,two,
766017990,Wrocław,wroclaw,Krzyki,Dolnośląskie,dolnoslaskie,Wynajem  dwupokojowego mieszkania,2100.0,PLN,3,yes,blok,46,two,
746029391,Warszawa,warszawa,Targówek,Mazowieckie,mazowieckie,2 pokoje 25 min. do Centrum,2400.0,PLN,1,yes,blok,43,two,
766018326,Łódź,lodz,Bałuty,Łódzkie,lodzkie,Kawalerka przy Sierakowskiego balkon bezpośrednio,1500.0,PLN,,yes,blok,29,one,
714170761,Łomża,lomza,,Podlaskie,podlaskie,Wynajmę mieszkanie,1300.0,PLN,,yes,blok,38,two,
756455643,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,"Do wynajęcia apartament 70 m2 w Warszawie , na os. Wiślany Mokotów V.",5200.0,PLN,1,yes,apartamentowiec,70,three,1
760162661,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Mieszkanie do wynajęcia 35m2 - Bliska Wola,3100.0,PLN,2,yes,apartamentowiec,35,two,390
765711016,Warszawa,warszawa,Żoliborz,Mazowieckie,mazowieckie,Kawalerka na Starym Żoliborzu,3000.0,PLN,2,no,blok,34,one,0.01
766017091,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,"Mieszkanie 45m, Stary Mokotów, J. Dąbrowskiego, meteo Racławicka",3500.0,PLN,2,yes,blok,45,two,3500
766017730,Łódź,lodz,Widzew,Łódzkie,lodzkie,"Dwupokojowe, rozkładowe mieszkanie",1440.0,PLN,1,yes,blok,51.62,two,560
764989155,Warszawa,warszawa,Mokotów,Mazowieckie,mazowieckie,"Śniardwy 6, 2 pokoje w CICHEJ lokalizacji. Mordor, Galeria Mokotów",2800.0,PLN,3,yes,blok,47,two,550
759645437,Limanowa,limanowa,,Małopolskie,malopolskie,Mieszkanie do wynajęcia,1200.0,PLN,1,yes,blok,36,two,220
751593156,Piła,pila,,Wielkopolskie,wielkopolskie,Mieszkanie kawalerka,1300.0,PLN,1,yes,blok,35,one,1
766017449,Toruń,torun,,Kujawsko-pomorskie,kujawsko-pomorskie,Mieszkania blisko UMK,1600.0,PLN,4,yes,blok,40,two,400
766017320,Wrocław,wroclaw,Fabryczna,Dolnośląskie,dolnoslaskie,Wynajmę mieszkanie 40 m2 - Fabryczna/Pilczyce,2600.0,PLN,Parter,yes,wolnostojacy,40,two,300
766017256,Bielsk Podlaski,bielsk-podlaski,,Podlaskie,podlaskie,Mieszkanie dwupokojowe do wynajęcia 11 listopada,800.0,PLN,1,yes,blok,35,two,350
766017159,Bartoszyce,bartoszyce,,Warmińsko-mazurskie,warminsko-mazurskie,Mieszkanie do wynajęcia,1000.0,PLN,1,no,blok,48,three,600
619239655,Legnica,legnica,,Dolnośląskie,dolnoslaskie,Apartament Stare Miasto Legnica WOLNE,1800.0,PLN,3,yes,apartamentowiec,40,one,350
571701306,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,"Kwatery pracownicze, mieszkania w kilku lokalizacjach.",500.0,PLN,Parter,yes,kamienica,80,four,1
761294208,Łódź,lodz,Śródmieście,Łódzkie,lodzkie,Przestrzenne nowe 3 pokoje 65m2 przy parku. Promocje czynszowe!,3500.0,PLN,1,yes,blok,65,three,680
647226859,Wałcz,walcz,,Zachodniopomorskie,zachodniopomorskie,wynajmę komfortową kawalerkę,1400.0,PLN,1,yes,apartamentowiec,26.4,one,1
691283963,Zelów,zelow,,Łódzkie,lodzkie,Wynajmę lokal w centrum,800.0,PLN,Parter,no,kamienica,50,two,1
766016429,Lublin,lublin,,Lubelskie,lubelskie,Mieszkanie 2-pok9jowe Poręba wysoki standard,2000.0,PLN,5,yes,apartamentowiec,51,two,280
762261733,Oświęcim,oswiecim,,Małopolskie,malopolskie,Mieszkanie 28m2 w Oświęcimiu do wynajęcia- czynsz 0zł,1200.0,PLN,Parter,no,kamienica,38,one,1
740642732,Środa Wielkopolska,sroda-wielkopolska,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,1500.0,PLN,Parter,no,blok,41,two,200
764758125,Warszawa,warszawa,Wola,Mazowieckie,mazowieckie,Wynajmę bezpośrednio 2-pokojowe MIESZKANIE 50 M2  - WOLA,3600.0,PLN,2,yes,apartamentowiec,50,two,500
680711655,Warszawa,warszawa,Bielany,Mazowieckie,mazowieckie,Atrakcyjne 3  pokojowe Bogusławskiego Bielany po remoncie,2990.0,PLN,6,yes,blok,58,three,1
602984092,Kraków,krakow,Bronowice,Małopolskie,malopolskie,KAWALERKA NOWA KRAKÓW Bronowice G.Zapolskiej 1 pietro parking bezpłat,2000.0,PLN,1,yes,apartamentowiec,28,one,400
758687512,Warszawa,warszawa,Ochota,Mazowieckie,mazowieckie,Nowe dwupokojowe przestronne mieszkanie Mokotów 44m2,3010.0,PLN,1,yes,blok,44,two,600
766016747,Zaścianki,zascianki_59683,,Podlaskie,podlaskie,Mieszkanie umeblowane kawalerka do wynajęcia od 1 lipca,1190.0,PLN,Parter,yes,wolnostojacy,35,one,400
766016183,Łódź,lodz,Widzew,Łódzkie,lodzkie,"Dwupokojowe, rozkładowe mieszkanie",1440.0,PLN,1,yes,blok,51.52,two,560
688870296,Kraków,krakow,Grzegórzki,Małopolskie,malopolskie,"Kawalerka (30m2), wysoki standard, Grzegórzki Park, ul. Nullo",2000.0,PLN,2,yes,apartamentowiec,30,one,470
737844134,Bytom,bytom,,Śląskie,slaskie,"Rynek, Bytom, wyposażone 2-pokojowe mieszkanie.",1400.0,PLN,2,yes,kamienica,30,two,275
765934531,Wrocław,wroclaw,Stare Miasto,Dolnośląskie,dolnoslaskie,Wrocław Stare Miasto piękne mieszkanie do wynajęcia,2800.0,PLN,3,yes,blok,55,two,250
766016709,Suwałki,suwalki,,Podlaskie,podlaskie,Mieszkanie dwupokojowe na wynajem długoterminowy,1200.0,PLN,3,yes,blok,42,two,400
766016690,Warszawa,warszawa,Praga-Południe,Mazowieckie,mazowieckie,Wynajmę piękne mieszkanie Gocław,3200.0,PLN,4,yes,apartamentowiec,43,two,550
766014322,Radom,radom,,Mazowieckie,mazowieckie,Mieszkanie na wynajem 42m2,1700.0,PLN,3,yes,blok,42,two,300
766015714,Warszawa,warszawa,Śródmieście,Mazowieckie,mazowieckie,pokój przy rondzie ONZ,850.0,PLN,4,yes,blok,13,four,850
