id,location.city.name,location.city.normalized_name,location.district.name,location.region.name,location.region.normalized_name,title,price,currency,floor_select,furniture,builttype,m,rooms,rent
765621646,Piekarzew,piekarzew,,Wielkopolskie,wielkopolskie,"Do wynajęcia mieszkanie, dom, lokal, siedziba firmy",1000.0,PLN,Parter,no,wolnostojacy,40,one,600
765619733,Piła,pila,,Wielkopolskie,wielkopolskie,Wynajem kawalerki,1200.0,PLN,7,yes,blok,28.4,one,1
721113002,Ostrzeszów,ostrzeszow,,Wielkopolskie,wielkopolskie,Wynajme mieszkanie Ostrzeszow,1600.0,PLN,4,yes,blok,48,two,350
758086722,Koło,kolo,,Wielkopolskie,wielkopolskie,do wynajęcia mieszkanie po generalnym remoncie w Kole-Koło,1400.0,PLN,Parter,yes,blok,44,two,300
752260251,Trzcianka,trzcianka,,Wielkopolskie,wielkopolskie,"Nowe apartamenty, wysoki standard, ogródek lub balkon, czynsz w cenie",1600.0,PLN,2,yes,apartamentowiec,28,one,550
762597752,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,Mieszkanie oś. Kosmonautów,2200.0,PLN,Parter,yes,blok,33,two,350
765620375,Poznań,poznan,Winiary,Wielkopolskie,wielkopolskie,Swietnie polozone mieszkanie.,2200.0,PLN,2,yes,blok,45,two,1
765618342,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Mieszkanie na wynajem,2000.0,PLN,4,yes,blok,43.7,two,300
765619433,Poznań,poznan,Łazarz,Wielkopolskie,wielkopolskie,2 pokojowe mieszkanie przy Nocnym Targu Towarzyskim,2200.0,PLN,1,yes,blok,40,two,1
663665719,Luboń,lubon,,Wielkopolskie,wielkopolskie,Niezależny Pokój Kawalerka,1200.0,PLN,1,yes,wolnostojacy,22,one,370
759537122,Konin,konin,,Wielkopolskie,wielkopolskie,Wynajme mieszkanie - po remoncie 47m2 Kuchnia z jadalnią + 2 pokoje!,1500.0,PLN,1,yes,blok,47,two,370
762370100,Wągrowiec,wagrowiec,,Wielkopolskie,wielkopolskie,Posiadam mieszkanie do wynajęcia centrum miasta,1500.0,PLN,1,yes,kamienica,62,two,600
695921223,Poznań,poznan,Wilda,Wielkopolskie,wielkopolskie,Kawalerka do wynajęcia,1500.0,PLN,2,yes,kamienica,20,one,340
690319297,Poznań,poznan,Chartowo,Wielkopolskie,wielkopolskie,Kawalerka do wynajęcia os. Przyjaźni,1200.0,PLN,2,yes,blok,35,one,15
765615975,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,"Mieszkanie 60 m2 dwupokojowe, Centrum, Jeżycka 38",2500.0,PLN,1,yes,blok,60,two,520
617877612,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe do wynajcięcia Poznań centrum ul. Chwaliszewo,1700.0,PLN,3,yes,kamienica,45,two,100
765643000,Czarnków,czarnkow,,Wielkopolskie,wielkopolskie,"Wynajmę mieszkanie 3 pokoje, parter, spokojna i cicha okolica",1200.0,PLN,Parter,yes,blok,50,three,100
655545712,Poznań,poznan,Dębiec,Wielkopolskie,wielkopolskie,Wynajmę nowiutkie mieszkanie 3pok Poznań Dębiec,4500.0,PLN,Parter,yes,szeregowiec,70,three,270
723280975,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokoje 38m na Ratajach,2300.0,PLN,2,yes,blok,38,two,200
759780262,Złotów,zlotow,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia 2-pokojowe,2000.0,PLN,4,yes,apartamentowiec,53,two,303
765611010,Poznań,poznan,Winiary,Wielkopolskie,wielkopolskie,Nowoczesne mieszkanie z miejscem parkingowym w cen,2500.0,PLN,2,yes,apartamentowiec,44,two,650
759818111,Złotów,zlotow,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie 2-pokojowe,1800.0,PLN,1,yes,apartamentowiec,38,two,410
765603960,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Do najmu kawalerka ul. Zeylanda,1400.0,PLN,2,yes,blok,22,one,800
752223467,Koło,kolo,,Wielkopolskie,wielkopolskie,Do Wynajecia Mieszkanie Apartamentowiec Tylko Dla Firm Centrum Koła,1700.0,PLN,2,yes,apartamentowiec,32,one,1
765599682,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Kawalerka Grunwald poznań petarda,2000.0,PLN,Parter,yes,blok,46,one,550
765605165,Szamotuły,szamotuly,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie na Tenisowej od 1 sierpnia.,1200.0,PLN,3,yes,blok,30,one,480
765599404,Poznań,poznan,Piątkowo,Wielkopolskie,wielkopolskie,Rezerwacja Słoneczna kawalerka 30 m2 piątkowo,1490.0,PLN,3,yes,blok,30,one,1700
765606552,Poznań,poznan,Chartowo,Wielkopolskie,wielkopolskie,Mieszkanie 3 pokojowe Rataje wynajmę,1900.0,PLN,3,yes,blok,53,three,350
765606288,Kępno,kepno,,Wielkopolskie,wielkopolskie,"Kawalerka do wynajęcia. Kępno, ul. Bractwa kurkowego 27m",1400.0,PLN,1,yes,blok,27,one,1
693574249,Koło,kolo,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia w Kole,1200.0,PLN,1,yes,blok,48,three,410
760907327,Poznań,poznan,Podolany,Wielkopolskie,wielkopolskie,Mieszkanie 3 pokojowe z garażem w świetnej lokalizacji,2600.0,PLN,4,yes,blok,56,three,300
765862642,Jankówko,jankowko_46045,,Wielkopolskie,wielkopolskie,Bezczynszowe mieszkanie z ogródkiem.,1700.0,PLN,Parter,no,apartamentowiec,73.65,three,610
765530998,Trzemeszno,trzemeszno_96793,,Wielkopolskie,wielkopolskie,Kawalerka do wynajecia,1600.0,PLN,2,yes,blok,35,one,550
742127347,Bralin,bralin,,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe na wynajem. Bralin ul. Malinowa,1650.0,PLN,Parter,yes,blok,33,two,2300
765603395,Poznań,poznan,Winiary,Wielkopolskie,wielkopolskie,Wynajmę 2 pokojowe mieszkanie z balkonem BEZPOŚREDNIO,1800.0,PLN,1,yes,blok,42,two,1
765600853,Rawicz,rawicz,Osiedle 350 Lecia Rawicza,Wielkopolskie,wielkopolskie,Mieszkanie Rawicz Kmicica 13 wynajem,1400.0,PLN,4,yes,blok,43,two,
694587511,Poznań,poznan,Winiary,Wielkopolskie,wielkopolskie,od 01.07 50m2 2-pok. ul.Piątkowska 84 duży balkon widok,2600.0,PLN,5,yes,apartamentowiec,50,two,
764771563,Poznań,poznan,Chartowo,Wielkopolskie,wielkopolskie,atrakcyjna pod każdym  względem kawalerka,1600.0,PLN,2,yes,apartamentowiec,50,one,
690511550,Pawłowice,pawlowice_52331,,Wielkopolskie,wielkopolskie,Mieszkanie z ogródkiem na wynajem PAWŁOWICE/k. Poznania,2300.0,PLN,Parter,no,wolnostojacy,50,two,
646714916,Zduny,zduny_99825,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie,950.0,PLN,1,yes,kamienica,40,two,
765827175,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,"Bezpośrednio Winogrady, brak czynszu administr ,Internet 2x700MG/Tv",1300.0,PLN,Parter,yes,kamienica,25,one,1
659619188,Luboń,lubon,,Wielkopolskie,wielkopolskie,"Do wynajęcia mieszkanie 2 pokojowe w Luboniu, umeblowane, klimatyzacja",2100.0,PLN,3,yes,blok,45,two,300
757744433,Konin,konin,,Wielkopolskie,wielkopolskie,Wynajme mieszkanie 2 pokoje 11 listopada Konin 38 m,1200.0,PLN,2,no,blok,38,two,350
711529893,Pniewy,pniewy_122631,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie w centrum Pniew 62m² umeblowane,2000.0,PLN,1,yes,kamienica,64,two,2000
743099107,Konin,konin,,Wielkopolskie,wielkopolskie,"Mieszkanie do wynajęcia w bloku, po remoncie, Stary Konin",1000.0,PLN,2,yes,blok,43.5,two,550
765596662,Jarocin,jarocin,,Wielkopolskie,wielkopolskie,Wynajmę mieszanie,2500.0,PLN,2,yes,apartamentowiec,55,three,200
693495836,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Apartament na ul. Półwiejskiej (deptak)! 2pok!,2600.0,PLN,2,yes,kamienica,45,two,400
657304393,Witkowo,witkowo_98549,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie.,1000.0,PLN,2,no,blok,42,two,380
397994597,Słupca,slupca,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie 39 m2 w Słupcy nad jeziorem,850.0,PLN,1,no,blok,50,two,1
765593271,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie,1600.0,PLN,Parter,yes,blok,38,two,713
765564012,Palędzie,paledzie,,Wielkopolskie,wielkopolskie,mieszkanie 3 pokojowe dla uchodzców,1.0,PLN,Parter,yes,pozostale,80,three,1
765592425,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,3 pokoje z panoramą Grunwaldu,3000.0,PLN,8,yes,blok,65,three,800
761569295,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,Mieszkanie na wynajem 2 pokojowe bezpośrednio.,1700.0,PLN,4,yes,blok,50,two,100
759818111,Złotów,zlotow,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie 2-pokojowe,1800.0,PLN,1,yes,apartamentowiec,38,two,500
764718699,Poznań,poznan,Łazarz,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,2300.0,PLN,2,yes,apartamentowiec,38,two,1
752260251,Trzcianka,trzcianka,,Wielkopolskie,wielkopolskie,"Nowe apartamenty, wysoki standard, ogródek lub balkon, czynsz w cenie",1600.0,PLN,2,yes,apartamentowiec,28,one,300
660507888,Kiekrz,kiekrz,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie kawalerka os Batorego,1750.0,PLN,1,yes,blok,31,one,920
728620256,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,Wynajem 3- pokojowe  mieszkanie w Centrum + miejsce parkingowe,3500.0,PLN,3,yes,blok,67,three,300
740773346,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,"OD ZARAZ Kawalerka na wynajem Grunwald-Grochowska, 28m2, umeblowane",1800.0,PLN,4,yes,blok,28,one,1600
765581138,Września,wrzesnia,,Wielkopolskie,wielkopolskie,Wynajmę firmom mieszkanie bezczynszowe 80m2,1600.0,PLN,1,no,wolnostojacy,80,four,570
765586985,Leszno,leszno,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie w Lesznie,1200.0,PLN,3,no,blok,47,two,600
760183063,Pleszew,pleszew,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie 3 pokoje,1300.0,PLN,1,yes,blok,57,three,501
765577377,Poznań,poznan,Naramowice,Wielkopolskie,wielkopolskie,"Duża kawalerka 40m2, Piątkowo/Naramowice",1500.0,PLN,1,yes,blok,40,one,100
720249303,Szamotuły,szamotuly,,Wielkopolskie,wielkopolskie,Wynajme mieszkanie,1000.0,PLN,Parter,yes,wolnostojacy,1,one,246
765576217,Poznań,poznan,Starołęka,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia z tarasem Wilda,2100.0,PLN,5,no,blok,55,two,400
681447840,Poznań,poznan,Podolany,Wielkopolskie,wielkopolskie,Mieszkanie od lutego apartament umeblowane 52 m2 Podolany Druskienicka,2250.0,PLN,2,yes,apartamentowiec,55,two,400
759096251,Wągrowiec,wagrowiec,,Wielkopolskie,wielkopolskie,"Wynajmę kawalerkę, pokój z aneksem kuchennym, 30 m2, ul Średnia,",1300.0,PLN,3,yes,blok,30,one,500
765643769,Poznań,poznan,Ogrody,Wielkopolskie,wielkopolskie,Niezależne 3-pokojowe mieszkanie w świetnej lokalizacji: Jeżyce/Ogrody,3500.0,PLN,3,yes,blok,68,three,164
685904861,Piła,pila,,Wielkopolskie,wielkopolskie,"Wynajmę mieszkanie w nowym budownictwie, na Zielonej Dolinie",1300.0,PLN,1,yes,blok,33.8,two,600
765581876,Poznań,poznan,Dębiec,Wielkopolskie,wielkopolskie,mieszkanie na wynajem,1200.0,PLN,1,yes,blok,38,two,800
756364705,Śrem,srem,,Wielkopolskie,wielkopolskie,Wynjmę mieszkanie w Śremie,1300.0,PLN,2,yes,blok,62,three,165
765567374,Strzałkowo,strzalkowo,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie w Strzałkowie,950.0,PLN,Parter,yes,blok,48.5,two,200
689137270,Kórnik,kornik,,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe na wynajem w pełni umeblowane Kórnik wolne 01.08,2200.0,PLN,1,yes,apartamentowiec,39.1,two,450
765566724,Kalisz,kalisz,,Wielkopolskie,wielkopolskie,Wynajmę kawalerkę w bardzo dobrej lokalizacji. Wolne od teraz.,1200.0,PLN,2,yes,blok,27,one,580
758639395,Konin,konin,,Wielkopolskie,wielkopolskie,Konin osiedle Diamentowe,2000.0,PLN,1,yes,apartamentowiec,58,three,1
763306028,Śrem,srem,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie,1000.0,PLN,2,yes,blok,28.4,two,850
765576169,Leszno,leszno,,Wielkopolskie,wielkopolskie,Nowe mieszkanie dwupokojowe,1500.0,PLN,4,no,blok,37,two,610
765575609,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,"Polanka, 2 pokoje, w pełni wyposażone, garaż",2400.0,PLN,4,yes,blok,40.22,two,500
690102435,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Mieszkanie dwupokojowe 50 m2 w samym centrum Poznania,2600.0,PLN,4,yes,blok,50,two,170
761303859,Poznań,poznan,Komandoria,Wielkopolskie,wielkopolskie,"Duże 71,45m2 słoneczne mieszkanie 3pok. w pięknej kamienicy",3600.0,PLN,2,no,kamienica,71.45,three,800
765857584,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,ładne 3-pokojowe w samym centrum Poznania,2400.0,PLN,Parter,yes,blok,46,three,100
765797395,Leszno,leszno,,Wielkopolskie,wielkopolskie,Wyjątkowy apartament,2500.0,PLN,5,yes,apartamentowiec,52,three,800
760074952,Plewiska,plewiska,,Wielkopolskie,wielkopolskie,Kawalerka do wynajęcia Plewiska,1500.0,PLN,2,yes,blok,28.44,one,480
700310062,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,"Apartament ""Pelikan"" 75m2 świeżo odmalowane. Bez pośrednika",3000.0,PLN,Parter,no,apartamentowiec,70,three,600
765565645,Jarocin,jarocin,,Wielkopolskie,wielkopolskie,Kawalerka z oddzielną sypialnią i dużym balkonem,1300.0,PLN,1,yes,blok,26,two,600
765564595,Poznań,poznan,Wilda,Wielkopolskie,wielkopolskie,Mieszkanie 3-5 osobowe Poznań Madalińskiego 5,2200.0,PLN,1,yes,kamienica,1,three,500
762152326,Luboń,lubon,,Wielkopolskie,wielkopolskie,"Mieszkanie do wynajęcia, Luboń - Poznań",1500.0,PLN,2,yes,blok,53,two,1
765558823,Piła,pila,,Wielkopolskie,wielkopolskie,"Mieszkanie,  dwa pokoje, na ul. Motylewskiej w Pile. Wolne od zaraz.",1000.0,PLN,10,yes,blok,35,two,350
765560461,Poznań,poznan,Komandoria,Wielkopolskie,wielkopolskie,Wynajmę bezpośrednio mieszkanie 2 pokojowe,2000.0,PLN,1,yes,kamienica,27,two,350
765566916,Poznań,poznan,Śródka,Wielkopolskie,wielkopolskie,Kawalerka  przy Rondzie Środka,1000.0,PLN,1,no,kamienica,40,one,0.1
765564892,Złotów,zlotow,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,1200.0,PLN,Parter,no,wolnostojacy,60,two,350
765549104,Piła,pila,,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe z Loggią!,1200.0,PLN,3,yes,blok,33.75,two,280
762597752,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,Mieszkanie oś. Kosmonautów,2200.0,PLN,Parter,yes,blok,33,two,600
764929067,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokoje Winogrady,1700.0,PLN,Parter,yes,wolnostojacy,47,two,310
765836285,Koninko,koninko,,Wielkopolskie,wielkopolskie,Mieszkanie na wynajem,2200.0,PLN,2,yes,blok,51,three,400
765562155,Poznań,poznan,Dębiec,Wielkopolskie,wielkopolskie,Nowa kawalerka dla pierwszego najemcy,1800.0,PLN,1,yes,kamienica,20,one,400
708128814,Konin,konin,,Wielkopolskie,wielkopolskie,2 pokojowe mieszkanie w samym centrum na 1 piętrze w bloku!!!,1240.0,PLN,1,yes,blok,27.04,two,300
765555600,Wyrzysk,wyrzysk,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia 64 metry trzy pokoje Przemysłowa Wyrzysk,1600.0,PLN,Parter,yes,blok,64,three,
752845460,Września,wrzesnia,,Wielkopolskie,wielkopolskie,Mieszkanie 3 pokojowe,1500.0,PLN,4,no,blok,50,three,
661652387,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Kawalerka ul.Robocza,1500.0,PLN,Parter,yes,blok,29.6,one,
765549150,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,dwupokojowe Os. Piastowskie,1500.0,PLN,7,yes,blok,37.9,two,
765545535,Pleszew,pleszew,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajecia,1500.0,PLN,Parter,yes,blok,40,two,
765545059,Ostrów Wielkopolski,ostrow-wielkopolski,,Wielkopolskie,wielkopolskie,Mieszkanie 2-pokojowe - wysoki standard,1500.0,PLN,2,yes,blok,38,two,
765470045,Pniewy,pniewy_122631,,Wielkopolskie,wielkopolskie,Wynajmę Mieszkanie,1800.0,PLN,Parter,yes,blok,40,two,4000
765596662,Jarocin,jarocin,,Wielkopolskie,wielkopolskie,Wynajmę mieszanie,2500.0,PLN,2,yes,apartamentowiec,55,three,200
764578630,Gniezno,gniezno,,Wielkopolskie,wielkopolskie,"Wynajmę mieszkanie! Osiedle Kazimierza Wielkiego, 58m2, 3 pokoje.",1500.0,PLN,3,yes,blok,58,three,608
758501269,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Atrakcyjna kawalerka ul. Chełmońskiego,2100.0,PLN,3,yes,kamienica,27,one,300
765541948,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Kawalerka/ Jeżyce/ Ul. Kościelna,1900.0,PLN,3,yes,apartamentowiec,41,one,600
763194341,Ostrów Wielkopolski,ostrow-wielkopolski,,Wielkopolskie,wielkopolskie,Mieszkanie 2-pokojowe w dobrej lokalizacji,1500.0,PLN,1,yes,blok,48,two,1
765411475,Mokronos,mokronos,,Wielkopolskie,wielkopolskie,Wynajem mieszkania,900.0,PLN,2,no,kamienica,65,three,480
765519141,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Wynajmę 3 pokojowe mieszkanie na Jeżycach + piwnica REZERWACJA,3500.0,PLN,2,yes,kamienica,74,three,450
765530973,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Mieszkanie 3 pokoje + kuchnia na Jeżycach,3000.0,PLN,2,yes,kamienica,67,three,420
765525761,Kalisz,kalisz,,Wielkopolskie,wielkopolskie,Wynajem 2 pokojowe mieszkanie,800.0,PLN,2,yes,blok,45,two,400
684533858,Konin,konin,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie,900.0,PLN,3,yes,blok,42.16,two,460
729316190,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Mieszkanie na wynajem ul.Wałbrzyska,2500.0,PLN,4,no,blok,48,two,460
690863865,Poznań,poznan,Warszawskie,Wielkopolskie,wielkopolskie,Wynajem mieszkania,2500.0,PLN,2,yes,apartamentowiec,44,two,300
765460439,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Kawalerka w samym centrum!Obok Starego Rynku,1450.0,PLN,Parter,yes,kamienica,30,one,130
765643757,Chobienice,chobienice,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,1700.0,PLN,2,yes,blok,70,three,300
763985500,Gniezno,gniezno,,Wielkopolskie,wielkopolskie,Nowe mieszkanie przy ul. Liliowej,2000.0,PLN,2,yes,apartamentowiec,37,two,1
765521395,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Wynajem mieszkania Poznań Jeżyce Jackowskiego-74m2,3500.0,PLN,2,yes,kamienica,74,three,400
756216323,Ostrów Wielkopolski,ostrow-wielkopolski,,Wielkopolskie,wielkopolskie,"przestronna kawalerka z tarasem, ul. Kolorowa, 1350 zł",1350.0,PLN,3,no,blok,38,one,500
765514538,Pobiedziska,pobiedziska,,Wielkopolskie,wielkopolskie,Mieszkanie na wynajem,1100.0,PLN,Parter,no,kamienica,32,one,450
765511673,Poznań,poznan,Naramowice,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe Poznań Jasna Rola,2500.0,PLN,1,yes,blok,44,two,1
764015767,Poznań,poznan,Warszawskie,Wielkopolskie,wielkopolskie,Wynajmę 2-pokojowe mieszkanie przy ulicy Krańcowej w Poznaniu,2200.0,PLN,9,yes,apartamentowiec,39.5,two,400
669794154,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,MIESZKANIE 2- pokojowe na osiedlu Kopernika- wolne od sierpnia,2500.0,PLN,Parter,yes,blok,42,two,600
765507856,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,Mieszkanie 2 pokojowe 60m2 Grunwald,2400.0,PLN,3,yes,kamienica,60,two,290
760956787,Poznań,poznan,Naramowice,Wielkopolskie,wielkopolskie,"Wynajmę mieszkanie - Poznań, ul. Karpia",1800.0,PLN,1,yes,pozostale,45,two,1
765498607,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,"Mieszkanie 2-pokojowe, os. Lecha",2500.0,PLN,2,yes,blok,50,two,100
765503350,Gniezno,gniezno,,Wielkopolskie,wielkopolskie,Mieszkanie Gniezno centrum po remoncie,1600.0,PLN,3,yes,kamienica,62,two,1
764714805,Ostrów Wielkopolski,ostrow-wielkopolski,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie w Ostrowie Wielkopolskim wyposażone NOWY BLOK,1650.0,PLN,Parter,yes,blok,32.49,two,1
729515114,Poznań,poznan,Warszawskie,Wielkopolskie,wielkopolskie,Przestronne oraz nowoczesne mieszkania 44.67m2 z ogrodem,240000.0,PLN,1,no,pozostale,44.67,two,500
759780262,Złotów,zlotow,,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia 2-pokojowe,2000.0,PLN,4,yes,apartamentowiec,53,two,120
706768235,Wiórek,wiorek,,Wielkopolskie,wielkopolskie,3 * apartament-kawalerka-pokoje pracownicze-kwatery,1700.0,PLN,Parter,yes,wolnostojacy,35,one,500
616943198,Września,wrzesnia,,Wielkopolskie,wielkopolskie,MIESZKANIE 2-pokojowe w centrum Wrześni,680.0,PLN,1,no,kamienica,34,two,1050
765498356,Poznań,poznan,Grunwald,Wielkopolskie,wielkopolskie,"Aktualne, 2 sypialnie, Park Wilsona, + Parking",2300.0,PLN,4,yes,kamienica,55,two,500
759513317,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Luksusowe mieszkanie 2 pokojowe,3000.0,PLN,Parter,yes,blok,49.5,two,900
752472613,Gniezno,gniezno,,Wielkopolskie,wielkopolskie,REZERWACJA- Mieszkanie przy ul. E. Orzeszkowej do wynajęcia!,1200.0,PLN,2,yes,apartamentowiec,44,two,1200
759498310,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,luksusowe mieszkanie - dobra lokalizacja,2600.0,PLN,3,yes,apartamentowiec,47.2,two,300
759431689,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,4-pokojowe mieszkanie na Polance od LIPCA,4500.0,PLN,1,yes,blok,100,four,680
729926880,Gaj Wielki,gaj-wielki,,Wielkopolskie,wielkopolskie,Mieszkanie 52m2 Gaj Wielki z ogródkiem,1600.0,PLN,4,yes,wolnostojacy,52,two,1
763995131,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Św. Rocha - 100m2 / 3 pokoje / wolne od wrzesnia,2600.0,PLN,2,yes,blok,100,three,610
765488630,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,Jasne 2-pokojowe mieszkanie z balkonem 40m2 Jeżyce,2100.0,PLN,3,yes,blok,40,two,70
764282488,Poznań,poznan,Naramowice,Wielkopolskie,wielkopolskie,Przestronne 4-pokojowe mieszkanie do wynajęcia,2500.0,PLN,4,yes,apartamentowiec,100,four,500
764751150,Poznań,poznan,Junikowo,Wielkopolskie,wielkopolskie,Mieszkanie 2-pokojowe - Grunwald,2200.0,PLN,3,yes,blok,38.5,two,1100
765494279,Poznań,poznan,Stare Miasto,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,2700.0,PLN,Parter,yes,kamienica,60,three,1
640667495,Czempiń,czempin,,Wielkopolskie,wielkopolskie,Kawalerka Piechanin/Czempiń Tanio,550.0,PLN,1,no,blok,18,one,400
765480444,Poznań,poznan,Piątkowo,Wielkopolskie,wielkopolskie,Mieszkanie dwupokojowe blisko PESTKI /  Sobieskiego,1800.0,PLN,1,yes,blok,50,two,1
765483783,Poznań,poznan,Junikowo,Wielkopolskie,wielkopolskie,Wynajem mieszkanie Junikowo,2500.0,PLN,3,yes,pozostale,60,three,500
762418296,Poznań,poznan,Starołęka,Wielkopolskie,wielkopolskie,"Duże, komfortowe mieszkanie| 2pok| ul. Gabszewicza| BLISKOŚĆ NATURY|",1800.0,PLN,1,yes,blok,49,two,0.01
765477181,Bucz-Dębina,bucz-debina,,Wielkopolskie,wielkopolskie,Wynajmę ładne mieszkanie w Buczu,1100.0,PLN,1,yes,blok,45,two,600
761905489,Dąbrowa,dabrowa_25965,,Wielkopolskie,wielkopolskie,"Nowe mieszkanie dwupokojowe Dąbrowa ul. Cytrynowa 4, Poznań 4km",2300.0,PLN,2,no,apartamentowiec,52,two,550
765474394,Leszno,leszno,,Wielkopolskie,wielkopolskie,Wynajmę mieszkanie 3 pokojowe umeblowane BARDZO ŁADNE,1600.0,PLN,3,yes,blok,55,three,330
760017616,Poznań,poznan,Wilda,Wielkopolskie,wielkopolskie,4 pok. 91m2 - za odstępne - najem długoterminowy - stały meldunek!,1500.0,PLN,2,no,kamienica,91,four,400
765476173,Poznań,poznan,Jeżyce,Wielkopolskie,wielkopolskie,"Zadbana kawalerka w centrum miasta, ul. Polna",1390.0,PLN,2,yes,kamienica,20,one,500
765475463,Poznań,poznan,,Wielkopolskie,wielkopolskie,"Wynajmę mieszkanie ul.Katowicka, Ataner (4 pokoje",5000.0,PLN,4,yes,blok,100,four,400
764718699,Poznań,poznan,Łazarz,Wielkopolskie,wielkopolskie,Mieszkanie do wynajęcia,2300.0,PLN,1,yes,apartamentowiec,38,two,350
765735764,Obrzębin,obrzebin,,Wielkopolskie,wielkopolskie,Obrzębin Turek_komfortowe mieszkanie,3000.0,PLN,7,yes,wolnostojacy,118,three,
765766519,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,"Mieszkanie 2-pokoje, 55m2, Serbska Wilczak",2500.0,PLN,Parter,yes,apartamentowiec,55,two,
765473320,Poznań,poznan,Winogrady,Wielkopolskie,wielkopolskie,"3-pokojowe os. Przyjaźni , Winogrady",2100.0,PLN,2,yes,blok,47.6,three,
765470863,Jarocin,jarocin,,Wielkopolskie,wielkopolskie,Wynajmę nowe mieszkanie na os. Nowy Świat w Jarocinie,2100.0,PLN,2,yes,apartamentowiec,56,two,
765471215,Poznań,poznan,Rataje,Wielkopolskie,wielkopolskie,"OS. CZECHA Kawalerka z osobną kuchnią, 2 szafy, bez kanap/foteli/stołu",1200.0,PLN,7,no,blok,31,one,
